entry_time,exit_time,side,entry_price,exit_price,raw_entry_price,raw_exit_price,pnl,return,hold_candles,exit_reason
2023-01-01 21:00:00+00:00,2023-01-02 00:00:00+00:00,LONG,16610.001336,16585.03233,16606.68,16588.35,-0.002303251293898833,-0.002303251293898833,3,horizon
2023-01-02 11:00:00+00:00,2023-01-02 14:00:00+00:00,LONG,16738.457022,16695.350262,16735.11,16698.69,-0.0033753126434140405,-0.0033753126434140405,3,horizon
2023-01-02 20:00:00+00:00,2023-01-02 23:00:00+00:00,LONG,16731.865704,16669.535426,16728.52,16672.87,-0.00452524374165284,-0.00452524374165284,3,horizon
2023-01-03 07:00:00+00:00,2023-01-03 10:00:00+00:00,LONG,16733.085948,16720.975136,16729.74,16724.32,-0.001523764405300642,-0.001523764405300642,3,horizon
2023-01-03 14:00:00+00:00,2023-01-03 17:00:00+00:00,LONG,16664.562245999998,16630.32327,16661.23,16633.65,-0.0028545979843074046,-0.0028545979843074046,3,horizon
2023-01-04 05:00:00+00:00,2023-01-04 08:00:00+00:00,LONG,16860.941514,16861.57701,16857.57,16864.95,-0.000762309578057873,-0.000762309578057873,3,horizon
2023-01-04 10:00:00+00:00,2023-01-04 13:00:00+00:00,LONG,16848.288984,16824.83436,16844.92,16828.2,-0.002192107176121704,-0.002192107176121704,3,horizon
2023-01-04 15:00:00+00:00,2023-01-04 18:00:00+00:00,LONG,16857.42081,16951.78326514,16854.05,16955.1743,0.004797680463907073,0.004797680463907073,3,tp
2023-01-05 07:00:00+00:00,2023-01-05 10:00:00+00:00,LONG,16827.004728,16821.714984000002,16823.64,16825.08,-0.001114360403738112,-0.001114360403738112,3,horizon
2023-01-05 14:00:00+00:00,2023-01-05 17:00:00+00:00,LONG,16832.955918,16811.117104,16829.59,16814.48,-0.002097384375411159,-0.002097384375411159,3,horizon
2023-01-06 02:00:00+00:00,2023-01-06 05:00:00+00:00,LONG,16840.427412,16806.817964,16837.06,16810.18,-0.0027957597974057383,-0.0027957597974057383,3,horizon
2023-01-06 09:00:00+00:00,2023-01-06 12:00:00+00:00,LONG,16790.45742,16727.673796,16787.1,16731.02,-0.0045392444070769585,-0.0045392444070769585,3,horizon
2023-01-06 13:00:00+00:00,2023-01-06 16:00:00+00:00,LONG,16777.544837999998,16823.844558,16774.19,16827.21,0.0019596242744132305,0.0019596242744132305,3,horizon
2023-01-07 06:00:00+00:00,2023-01-07 09:00:00+00:00,LONG,16936.676658,16925.124298,16933.29,16928.51,-0.001482091311848043,-0.001482091311848043,3,horizon
2023-01-07 12:00:00+00:00,2023-01-07 15:00:00+00:00,LONG,16919.523228,16937.031916,16916.14,16940.42,0.00023482159420575922,0.00023482159420575922,3,horizon
2023-01-08 02:00:00+00:00,2023-01-08 05:00:00+00:00,LONG,16934.566236,16940.341254,16931.18,16943.73,-0.00045898045928547337,-0.00045898045928547337,3,horizon
2023-01-09 23:00:00+00:00,2023-01-10 02:00:00+00:00,LONG,17181.695652,17182.502812,17178.26,17185.94,-0.0007530220988459562,-0.0007530220988459562,3,horizon
