wick_threshold,horizon_candles,target_return,baseline_expectancy,baseline_max_dd,execution_expectancy,execution_max_dd,execution_trades,blocked_edge_total,blocked_by_regime_rule_total
0.8,3,0.009,-0.0007628272742822831,-0.914830434607188,-0.00123057854195331,-0.8780522544627555,1612,0,14
0.5,6,0.012,-0.0006715296079783025,-0.9949798295208166,-0.0012341748501458992,-0.9803742757913682,2945,0,11
0.4,2,0.012,-0.00082893685823343,-0.9996120227060187,-0.0012464040003015867,-0.9988994092452654,5342,0,5
0.8,6,0.009,-0.0005048698476550111,-0.8547805017116832,-0.001248740749016844,-0.8548397742937935,1455,0,12
0.7,12,0.012,-0.00034238810670738154,-0.9143677123946395,-0.0012493218487313854,-0.8818479122433844,1557,0,10
0.7,2,0.012,-0.0008607467714389862,-0.9588615334783254,-0.0012530087584367812,-0.9489704230948475,2256,0,13
0.7,4,0.009,-0.0005876662978635587,-0.9292499470815838,-0.0012550901987757525,-0.9321024726878254,2046,0,11
0.8,12,0.006,-0.000381568202970694,-0.8892477668521311,-0.0012740209527417133,-0.8669653707367924,1550,0,12
0.7,12,0.009,-0.00034238810670738154,-0.9143677123946395,-0.001298512740842614,-0.916528118196714,1753,0,10
0.5,4,0.012,-0.0007052566353667035,-0.9952049944850098,-0.0012988857111320728,-0.9899253642935073,3379,0,11
0.4,2,0.009,-0.00082893685823343,-0.9996120227060187,-0.001310814987861513,-0.9992712192963255,5427,0,5
0.4,4,0.009,-0.0006689736161169075,-0.9991121991546925,-0.0013111965397376384,-0.997238333436107,4372,0,6
0.4,3,0.012,-0.0007760680509992349,-0.9995269284320073,-0.0013154470457547073,-0.9980709806685757,4619,0,7
0.4,12,0.009,-0.0003600582686133878,-0.9976408007917721,-0.001316239013816846,-0.9891755112338648,3254,0,6
0.8,2,0.009,-0.0008235308860449224,-0.9197492245622642,-0.0013218710971898723,-0.9063818534607004,1713,0,14
0.4,6,0.009,-0.0006231503555882755,-0.9990296742770112,-0.0013227518998486468,-0.9950484203600151,3840,0,6
0.7,3,0.009,-0.0007513815506277635,-0.948312813598837,-0.0013288153158051838,-0.9477916411845285,2138,0,12
0.8,4,0.006,-0.0006271225476785214,-0.8981881695756667,-0.001330245041937717,-0.8935561806771571,1652,0,13
0.5,3,0.012,-0.0008231951611278769,-0.9971089417408255,-0.0013310621421382984,-0.99416830689244,3710,0,11
0.4,8,0.009,-0.0005184662672080194,-0.9984433269429339,-0.0013360291244310302,-0.9928720994201671,3549,0,6
0.8,8,0.006,-0.00041388412645362816,-0.8688066308737864,-0.0013473908467623087,-0.885603474387381,1578,0,12
0.4,3,0.009,-0.0007760680509992349,-0.9995269284320073,-0.0013518669733469447,-0.9986929967899201,4804,0,6
0.8,6,0.006,-0.0005048698476550111,-0.8547805017116832,-0.001352765394630663,-0.8909798467917641,1607,0,12
0.6,3,0.012,-0.0008343817720458142,-0.9845105922705539,-0.0013548588750687688,-0.9818257067644662,2851,0,11
0.5,2,0.012,-0.0008838597006555211,-0.9974840331873371,-0.0013564415317138326,-0.9972309945589076,4205,0,12
0.5,8,0.009,-0.0005908110450728627,-0.9936508873107032,-0.0013623467638335582,-0.9863464719788222,2990,0,10
0.5,12,0.012,-0.000530021082718944,-0.9947176763690074,-0.001366306042959601,-0.9713108264939565,2369,0,10
0.7,2,0.009,-0.0008607467714389862,-0.9588615334783254,-0.001367708015087063,-0.9602780156524546,2289,0,13
0.7,8,0.009,-0.0003053811957409482,-0.862828813305716,-0.001371349593380969,-0.930925184439529,1847,0,10
0.5,4,0.009,-0.0007052566353667035,-0.9952049944850098,-0.001376995794256342,-0.9935769277661557,3551,0,11
0.4,2,0.006,-0.00082893685823343,-0.9996120227060187,-0.0013898968969906051,-0.9996192335346558,5613,0,6
0.7,6,0.009,-0.0004373335499515554,-0.8749245129404919,-0.0013901838994647233,-0.9390126179315921,1921,0,10
0.4,8,0.006,-0.0005184662672080194,-0.9984433269429339,-0.0013933214482584613,-0.9977599402411047,4300,0,5
0.6,2,0.012,-0.0008959481569825871,-0.9865924778309214,-0.0014057113199920869,-0.9896404819671402,3152,0,12
0.5,2,0.009,-0.0008838597006555211,-0.9974840331873371,-0.0014066260314603378,-0.9978112471613932,4263,0,12
0.8,3,0.006,-0.0007628272742822831,-0.914830434607188,-0.0014148577256643483,-0.9118394307943527,1696,0,13
0.7,4,0.006,-0.0005876662978635587,-0.9292499470815838,-0.0014157312613520916,-0.9561314271089536,2176,0,12
0.5,12,0.009,-0.000530021082718944,-0.9947176763690074,-0.001423230210323532,-0.984728724203849,2773,0,10
0.4,6,0.006,-0.0006231503555882755,-0.9990296742770112,-0.0014298512204632594,-0.998541495313516,4480,0,6
0.6,4,0.009,-0.0007354856324190287,-0.9805783546573607,-0.0014326019396083993,-0.9835665542179747,2768,0,11
0.4,4,0.006,-0.0006689736161169075,-0.9991121991546925,-0.0014326022091517932,-0.9990919820517016,4827,0,7
0.4,12,0.006,-0.0003600582686133878,-0.9976408007917721,-0.0014368477045420879,-0.997630084696929,4127,0,5
0.7,6,0.006,-0.0004373335499515554,-0.8749245129404919,-0.0014376474880323617,-0.9541806454632976,2107,0,11
0.7,12,0.006,-0.00034238810670738154,-0.9143677123946395,-0.001440201168464066,-0.9486244464479832,2020,0,11
0.7,8,0.006,-0.0003053811957409482,-0.862828813305716,-0.0014403522604187074,-0.9515909993816928,2061,0,11
0.6,4,0.012,-0.0007354856324190287,-0.9805783546573607,-0.0014452391158679676,-0.9813178533233271,2646,0,11
0.5,6,0.009,-0.0006715296079783025,-0.9949798295208166,-0.0014488100250611728,-0.9920629689853708,3199,0,10
0.6,6,0.012,-0.0006395133956883641,-0.9710589847201081,-0.0014497907022097802,-0.9730692443036917,2374,0,11
0.5,2,0.006,-0.0008838597006555211,-0.9974840331873371,-0.0014573017181778612,-0.9983864673186934,4375,0,12
0.5,3,0.009,-0.0008231951611278769,-0.9971089417408255,-0.0014581737416453973,-0.9968072146956263,3839,0,11
0.6,2,0.009,-0.0008959481569825871,-0.9865924778309214,-0.0014613416096962443,-0.9915224980592743,3198,0,12
0.6,8,0.012,-0.0004926386562116664,-0.9483860523508203,-0.0014627057950020663,-0.9665424187242291,2184,0,11
0.4,3,0.006,-0.0007760680509992349,-0.9995269284320073,-0.0014650941018764401,-0.999484626850811,5116,0,6
0.6,3,0.009,-0.0008343817720458142,-0.9845105922705539,-0.0014682362751866132,-0.9881249845103356,2939,0,11
0.7,3,0.006,-0.0007513815506277635,-0.948312813598837,-0.0014683523356286117,-0.9642631749862403,2244,0,12
0.8,2,0.006,-0.0008235308860449224,-0.9197492245622642,-0.0014879058782559464,-0.9294400094998997,1766,0,14
0.7,2,0.006,-0.0008607467714389862,-0.9588615334783254,-0.0014893893564033966,-0.9708197039775038,2351,0,13
0.5,8,0.006,-0.0005908110450728627,-0.9936508873107032,-0.0014899689330486058,-0.9951631019177868,3523,0,10
0.6,8,0.009,-0.0004926386562116664,-0.9483860523508203,-0.0015059234917528996,-0.9769050840179407,2397,0,10
0.4,2,0.0045,-0.00082893685823343,-0.9996120227060187,-0.001507906508453448,-0.9998474916245468,5793,0,6
0.6,6,0.006,-0.0006395133956883641,-0.9710589847201081,-0.0015094015017299495,-0.987059666973564,2843,0,10
0.6,2,0.006,-0.0008959481569825871,-0.9865924778309214,-0.0015119194827841061,-0.9932594666219848,3279,0,12
0.6,4,0.006,-0.0007354856324190287,-0.9805783546573607,-0.0015145154597034187,-0.9895252624566229,2977,0,11
0.5,4,0.006,-0.0007052566353667035,-0.9952049944850098,-0.0015211970179998895,-0.9973985573870023,3864,0,11
0.4,8,0.0045,-0.0005184662672080194,-0.9984433269429339,-0.001522726484621087,-0.9994925569837145,4943,0,6
0.6,8,0.006,-0.0004926386562116664,-0.9483860523508203,-0.0015240348794483024,-0.985865889665535,2754,0,10
0.6,12,0.009,-0.0005088549051250669,-0.9718158551654631,-0.0015270674580255708,-0.9734772388895291,2248,0,10
0.6,6,0.009,-0.0006395133956883641,-0.9710589847201081,-0.0015402758624576951,-0.9830569832886693,2550,0,10
0.6,3,0.006,-0.0008343817720458142,-0.9845105922705539,-0.0015420741687451024,-0.9918971943649314,3095,0,11
0.4,6,0.0045,-0.0006231503555882755,-0.9990296742770112,-0.001545524945828228,-0.9996046688029336,5029,0,6
0.5,2,0.0045,-0.0008838597006555211,-0.9974840331873371,-0.0015491510694590164,-0.9991043543763592,4504,0,11
0.5,3,0.006,-0.0008231951611278769,-0.9971089417408255,-0.0015533285142276406,-0.9982842601077369,4063,0,11
0.5,6,0.006,-0.0006715296079783025,-0.9949798295208166,-0.0015570011509968768,-0.9968360213691794,3644,0,10
0.5,12,0.006,-0.000530021082718944,-0.9947176763690074,-0.0015648147389788543,-0.9955592962526129,3407,0,10
0.4,4,0.0045,-0.0006689736161169075,-0.9991121991546925,-0.0015675606220347579,-0.9997452588094571,5245,0,6
0.4,3,0.0045,-0.0007760680509992349,-0.9995269284320073,-0.0015778421131951738,-0.9998232127297286,5443,0,6
0.6,12,0.006,-0.0005088549051250669,-0.9718158551654631,-0.001579767421477274,-0.9864000050167868,2679,0,10
0.4,12,0.0045,-0.0003600582686133878,-0.9976408007917721,-0.0015807965636104016,-0.9995531423805836,4837,0,6
0.5,4,0.0045,-0.0007052566353667035,-0.9952049944850098,-0.001584677774282469,-0.9986747096501543,4154,0,11
0.5,8,0.0045,-0.0005908110450728627,-0.9936508873107032,-0.0015898933234764912,-0.9982356619265537,3960,0,11
0.6,2,0.0045,-0.0008959481569825871,-0.9865924778309214,-0.0015899251516366304,-0.9953540466806281,3359,0,12
0.5,3,0.0045,-0.0008231951611278769,-0.9971089417408255,-0.001593266419436341,-0.9989491966238189,4279,0,11
0.5,6,0.0045,-0.0006715296079783025,-0.9949798295208166,-0.0016088253762380372,-0.9985011709000434,4014,0,11
0.6,12,0.012,-0.0005088549051250669,-0.9718158551654631,-0.0016110192170448385,-0.967374334963501,1990,0,9
0.7,4,0.0045,-0.0005876662978635587,-0.9292499470815838,-0.0016249089723460424,-0.9763720594071944,2291,0,13
0.6,3,0.0045,-0.0008343817720458142,-0.9845105922705539,-0.001626862182804106,-0.9949222009944388,3229,0,12
0.7,3,0.0045,-0.0007513815506277635,-0.948312813598837,-0.001627065547720563,-0.9777326341779758,2324,0,13
0.5,12,0.0045,-0.000530021082718944,-0.9947176763690074,-0.0016309754243782736,-0.9983310382194169,3887,0,11
0.8,4,0.0045,-0.0006271225476785214,-0.8981881695756667,-0.0016418326316595083,-0.9432521787378758,1736,0,14
0.8,3,0.0045,-0.0007628272742822831,-0.914830434607188,-0.0016442333057927962,-0.9458805299297078,1763,0,14
0.7,2,0.0045,-0.0008607467714389862,-0.9588615334783254,-0.0016445939922951332,-0.9810519990614123,2397,0,13
0.6,4,0.0045,-0.0007354856324190287,-0.9805783546573607,-0.0016447331309469597,-0.9946208167905557,3158,0,12
0.4,2,0.003,-0.00082893685823343,-0.9996120227060187,-0.0016519280144545536,-0.999956383321502,6058,0,8
0.7,6,0.0045,-0.0004373335499515554,-0.8749245129404919,-0.0016528148957982145,-0.9761932167998352,2245,0,13
0.7,8,0.0045,-0.0003053811957409482,-0.862828813305716,-0.0016532639947332253,-0.9753845085666852,2224,0,13
0.6,6,0.0045,-0.0006395133956883641,-0.9710589847201081,-0.0016608508018518366,-0.9940716307152884,3066,0,12
0.6,8,0.0045,-0.0004926386562116664,-0.9483860523508203,-0.0016685012224542386,-0.9938325954525397,3028,0,12
0.8,6,0.0045,-0.0005048698476550111,-0.8547805017116832,-0.0016692198449564546,-0.9432246730105543,1707,0,14
0.4,3,0.003,-0.0007760680509992349,-0.9995269284320073,-0.001672464052395284,-0.9999476053527927,5875,0,8
0.8,8,0.0045,-0.00041388412645362816,-0.8688066308737864,-0.00167871130811478,-0.9428949344923986,1694,0,14
0.4,4,0.003,-0.0006689736161169075,-0.9991121991546925,-0.0016787656722029212,-0.999940461934079,5776,0,8
0.4,8,0.003,-0.0005184662672080194,-0.9984433269429339,-0.0016790947826952826,-0.9999272945745387,5656,0,8
0.4,6,0.003,-0.0006231503555882755,-0.9990296742770112,-0.001679894362422603,-0.9999312842317382,5687,0,8
0.5,2,0.003,-0.0008838597006555211,-0.9974840331873371,-0.0016827121195392722,-0.9996246667582067,4671,0,11
0.4,12,0.003,-0.0003600582686133878,-0.9976408007917721,-0.0016833594580676087,-0.9999253078408923,5625,0,8
0.8,12,0.0045,-0.000381568202970694,-0.8892477668521311,-0.0016833609125904607,-0.942656761259757,1679,0,14
0.8,2,0.0045,-0.0008235308860449224,-0.9197492245622642,-0.001688915751974949,-0.9537370309185024,1810,0,14
0.5,3,0.003,-0.0008231951611278769,-0.9971089417408255,-0.0016945042722853107,-0.9995668287221476,4555,0,11
0.5,4,0.003,-0.0007052566353667035,-0.9952049944850098,-0.0016997745324884006,-0.9995317734390549,4494,0,11
0.7,12,0.0045,-0.00034238810670738154,-0.9143677123946395,-0.0017007388820045803,-0.9769357103008638,2198,0,13
0.5,8,0.003,-0.0005908110450728627,-0.9936508873107032,-0.0017049887118283703,-0.9994805970800642,4422,0,11
0.5,6,0.003,-0.0006715296079783025,-0.9949798295208166,-0.0017056845676346893,-0.9995038258661839,4445,0,11
0.6,2,0.003,-0.0008959481569825871,-0.9865924778309214,-0.0017066723070593925,-0.9973266675813123,3460,0,12
0.6,12,0.0045,-0.0005088549051250669,-0.9718158551654631,-0.0017082960970752153,-0.9940889060292352,2982,0,12
0.5,12,0.003,-0.000530021082718944,-0.9947176763690074,-0.0017085988704724424,-0.999471681754893,4401,0,11
0.6,3,0.003,-0.0008343817720458142,-0.9845105922705539,-0.0017194878889233124,-0.9971269128033535,3394,0,12
0.6,4,0.003,-0.0007354856324190287,-0.9805783546573607,-0.0017240088761474846,-0.9970104897553493,3362,0,12
0.6,8,0.003,-0.0004926386562116664,-0.9483860523508203,-0.001728167602480497,-0.9968254289562077,3320,0,12
0.6,12,0.003,-0.0005088549051250669,-0.9718158551654631,-0.0017328496806716628,-0.9968033062420295,3307,0,12
0.6,6,0.003,-0.0006395133956883641,-0.9710589847201081,-0.0017347009807004142,-0.9969520838000502,3331,0,12
0.7,4,0.003,-0.0005876662978635587,-0.9292499470815838,-0.0017808645830562834,-0.9864278003726952,2408,0,13
0.7,8,0.003,-0.0003053811957409482,-0.862828813305716,-0.0017826915061253364,-0.9859246258414024,2386,0,13
0.7,2,0.003,-0.0008607467714389862,-0.9588615334783254,-0.0017842480548579986,-0.9877908287797511,2461,0,13
0.7,12,0.003,-0.00034238810670738154,-0.9143677123946395,-0.0017857649625246798,-0.9858773490389967,2379,0,13
0.7,3,0.003,-0.0007513815506277635,-0.948312813598837,-0.0017875895698978978,-0.9869985726222119,2422,0,13
0.7,6,0.003,-0.0004373335499515554,-0.8749245129404919,-0.0017930978292313385,-0.9863673053304619,2390,0,13
0.8,4,0.003,-0.0006271225476785214,-0.8981881695756667,-0.0018294044182265992,-0.9655734005627908,1837,0,14
0.8,3,0.003,-0.0007628272742822831,-0.914830434607188,-0.00183565658528499,-0.9664584475969081,1845,0,14
0.8,2,0.003,-0.0008235308860449224,-0.9197492245622642,-0.0018435503928843522,-0.9683311014428122,1868,0,14
0.8,12,0.003,-0.000381568202970694,-0.8892477668521311,-0.001844057081035509,-0.9648457493032576,1811,0,14
0.8,8,0.003,-0.00041388412645362816,-0.8688066308737864,-0.0018468466375643714,-0.9652822953807453,1816,0,14
0.8,6,0.003,-0.0005048698476550111,-0.8547805017116832,-0.0018558421463195159,-0.9661154494290496,1820,0,14
