wick_threshold,horizon_candles,target_return,baseline_expectancy,baseline_max_dd,execution_expectancy,execution_max_dd,execution_trades,blocked_edge_total,blocked_by_regime_rule_total
0.4,2,0.0045,-0.00082893685823343,-0.9996120227060187,-0.0015097972497138067,-0.9998498447545676,5796,0,6
0.6,8,0.009,-0.0004926386562116664,-0.9483860523508203,-0.001511584957678522,-0.9771981363164495,2398,0,9
0.7,2,0.006,-0.0008607467714389862,-0.9588615334783254,-0.0015139218283956827,-0.9725862427323899,2354,0,12
0.8,2,0.006,-0.0008235308860449224,-0.9197492245622642,-0.001521570813037325,-0.9338317661054816,1769,0,13
0.6,6,0.006,-0.0006395133956883641,-0.9710589847201081,-0.0015234475226524869,-0.9875872846066729,2844,0,9
0.4,8,0.0045,-0.0005184662672080194,-0.9984433269429339,-0.0015252380961898822,-0.9995003821624837,4945,0,6
0.6,12,0.009,-0.0005088549051250669,-0.9718158551654631,-0.0015271444960362156,-0.9735014835749574,2250,0,9
0.6,4,0.006,-0.0007354856324190287,-0.9805783546573607,-0.0015273051102209795,-0.9899648451901295,2980,0,10
0.6,2,0.006,-0.0008959481569825871,-0.9865924778309214,-0.0015280077175577956,-0.9936461807609205,3283,0,11
0.5,4,0.006,-0.0007052566353667035,-0.9952049944850098,-0.0015310478361709372,-0.9975107009615375,3867,0,10
0.6,8,0.006,-0.0004926386562116664,-0.9483860523508203,-0.0015405826790645682,-0.9865558122260055,2756,0,9
0.6,6,0.009,-0.0006395133956883641,-0.9710589847201081,-0.0015446801380331967,-0.9832059122337146,2550,0,9
0.4,6,0.0045,-0.0006231503555882755,-0.9990296742770112,-0.0015471594839704106,-0.9996085345099435,5030,0,6
0.6,3,0.006,-0.0008343817720458142,-0.9845105922705539,-0.001551925631126553,-0.992178697346535,3097,0,10
0.5,2,0.0045,-0.0008838597006555211,-0.9974840331873371,-0.001561137487198877,-0.9991594964979205,4510,0,10
0.5,3,0.006,-0.0008231951611278769,-0.9971089417408255,-0.0015622120380693967,-0.9983557873983036,4066,0,10
0.5,6,0.006,-0.0006715296079783025,-0.9949798295208166,-0.0015679474565810818,-0.9969686451282351,3645,0,9
0.4,4,0.0045,-0.0006689736161169075,-0.9991121991546925,-0.0015699105840955283,-0.9997491871231631,5247,0,6
0.5,12,0.006,-0.000530021082718944,-0.9947176763690074,-0.0015781688533887596,-0.9957760585126482,3409,0,9
0.4,3,0.0045,-0.0007760680509992349,-0.9995269284320073,-0.0015808595541893465,-0.9998269307523117,5445,0,6
0.4,12,0.0045,-0.0003600582686133878,-0.9976408007917721,-0.001583339192056302,-0.9995600332838853,4839,0,6
0.6,12,0.006,-0.0005088549051250669,-0.9718158551654631,-0.0015967365638339956,-0.9870638560225572,2681,0,9
0.6,12,0.012,-0.0005088549051250669,-0.9718158551654631,-0.0015968197041327176,-0.9665976268432545,1991,0,8
0.5,4,0.0045,-0.0007052566353667035,-0.9952049944850098,-0.0015984608151501745,-0.998758660939367,4159,0,10
0.5,8,0.0045,-0.0005908110450728627,-0.9936508873107032,-0.0016043441656512245,-0.9983474249495701,3965,0,10
0.5,3,0.0045,-0.0008231951611278769,-0.9971089417408255,-0.001606189966214966,-0.9990154601635736,4284,0,10
0.6,2,0.0045,-0.0008959481569825871,-0.9865924778309214,-0.0016063467804119083,-0.9956464182663005,3365,0,11
0.5,6,0.0045,-0.0006715296079783025,-0.9949798295208166,-0.0016220442995728613,-0.9985880697539667,4018,0,10
0.6,3,0.0045,-0.0008343817720458142,-0.9845105922705539,-0.0016431122053656307,-0.9952220937848165,3233,0,11
0.5,12,0.0045,-0.000530021082718944,-0.9947176763690074,-0.001645644535045876,-0.9984363955528717,3892,0,10
0.7,3,0.0045,-0.0007513815506277635,-0.948312813598837,-0.0016484954366306158,-0.9789578534439272,2328,0,12
0.7,4,0.0045,-0.0005876662978635587,-0.9292499470815838,-0.0016492743366092139,-0.9778061380843839,2295,0,12
0.4,2,0.003,-0.00082893685823343,-0.9996120227060187,-0.0016540793124245959,-0.9999571636695544,6061,0,8
0.6,4,0.0045,-0.0007354856324190287,-0.9805783546573607,-0.0016632181361637072,-0.9949688847839204,3163,0,11
0.7,2,0.0045,-0.0008607467714389862,-0.9588615334783254,-0.0016663682518684936,-0.9821682346565249,2402,0,12
0.8,3,0.0045,-0.0007628272742822831,-0.914830434607188,-0.0016732342341710055,-0.9489316207053838,1767,0,13
0.8,4,0.0045,-0.0006271225476785214,-0.8981881695756667,-0.001674749497430029,-0.9467728093664105,1740,0,13
0.4,3,0.003,-0.0007760680509992349,-0.9995269284320073,-0.0016751016272653352,-0.999948758802504,5878,0,8
0.7,6,0.0045,-0.0004373335499515554,-0.8749245129404919,-0.0016776289853002908,-0.977638150183925,2249,0,12
0.7,8,0.0045,-0.0003053811957409482,-0.862828813305716,-0.0016783111629982298,-0.976878525840616,2228,0,12
0.6,6,0.0045,-0.0006395133956883641,-0.9710589847201081,-0.0016785544544811442,-0.9944234588016434,3070,0,11
0.4,4,0.003,-0.0006689736161169075,-0.9991121991546925,-0.0016810080158650052,-0.9999415271324248,5779,0,8
0.4,8,0.003,-0.0005184662672080194,-0.9984433269429339,-0.0016813845011423064,-0.999928595350735,5659,0,8
0.4,6,0.003,-0.0006231503555882755,-0.9990296742770112,-0.0016817288310566334,-0.999932229077645,5689,0,8
0.4,12,0.003,-0.0003600582686133878,-0.9976408007917721,-0.0016856595153998026,-0.9999266441618341,5628,0,8
0.6,8,0.0045,-0.0004926386562116664,-0.9483860523508203,-0.001687739346767801,-0.9942316664715996,3033,0,11
0.5,2,0.003,-0.0008838597006555211,-0.9974840331873371,-0.001689034522513682,-0.9996380758287512,4675,0,10
0.5,3,0.003,-0.0008231951611278769,-0.9971089417408255,-0.0017015264879637589,-0.9995840578895235,4559,0,10
0.8,6,0.0045,-0.0005048698476550111,-0.8547805017116832,-0.0017026305974915325,-0.9467470100923752,1711,0,13
0.5,4,0.003,-0.0007052566353667035,-0.9952049944850098,-0.0017063305538875934,-0.9995485011953188,4498,0,10
0.5,8,0.003,-0.0005908110450728627,-0.9936508873107032,-0.0017116466710548073,-0.9994991531513601,4426,0,10
0.5,6,0.003,-0.0006715296079783025,-0.9949798295208166,-0.0017117484858956312,-0.9995195347318645,4448,0,10
0.8,8,0.0045,-0.00041388412645362816,-0.8688066308737864,-0.0017123554964156545,-0.9464377285274662,1698,0,13
0.5,12,0.003,-0.000530021082718944,-0.9947176763690074,-0.001715285292016513,-0.9994905563330804,4405,0,10
0.6,2,0.003,-0.0008959481569825871,-0.9865924778309214,-0.0017154829429460883,-0.9974249149468083,3464,0,11
0.8,12,0.0045,-0.000381568202970694,-0.8892477668521311,-0.0017172939092137418,-0.9462143315445392,1683,0,13
0.8,2,0.0045,-0.0008235308860449224,-0.9197492245622642,-0.0017183949215566535,-0.956524780100844,1815,0,13
0.7,12,0.0045,-0.00034238810670738154,-0.9143677123946395,-0.0017259955538235377,-0.9783355786445367,2202,0,12
0.6,12,0.0045,-0.0005088549051250669,-0.9718158551654631,-0.0017277638763420144,-0.9944713920939191,2987,0,11
0.6,3,0.003,-0.0008343817720458142,-0.9845105922705539,-0.001728457209024596,-0.997232501336204,3397,0,11
0.6,4,0.003,-0.0007354856324190287,-0.9805783546573607,-0.0017330554288614369,-0.9971203569396946,3366,0,11
0.6,8,0.003,-0.0004926386562116664,-0.9483860523508203,-0.0017373234573330335,-0.9969420972909993,3324,0,11
0.6,12,0.003,-0.0005088549051250669,-0.9718158551654631,-0.0017420358278226946,-0.9969207876064204,3311,0,11
0.6,6,0.003,-0.0006395133956883641,-0.9710589847201081,-0.0017430824770236606,-0.9970517184461873,3334,0,11
0.7,4,0.003,-0.0005876662978635587,-0.9292499470815838,-0.0017948267916532198,-0.9869952053735594,2413,0,12
0.7,8,0.003,-0.0003053811957409482,-0.862828813305716,-0.0017967783629756348,-0.9865130667651977,2391,0,12
0.7,2,0.003,-0.0008607467714389862,-0.9588615334783254,-0.0017979033233030104,-0.988301250450299,2466,0,12
0.7,12,0.003,-0.00034238810670738154,-0.9143677123946395,-0.001799886735782677,-0.986467766436381,2384,0,12
0.7,3,0.003,-0.0007513815506277635,-0.948312813598837,-0.001801457383828759,-0.9875421156819301,2427,0,12
0.7,6,0.003,-0.0004373335499515554,-0.8749245129404919,-0.0018071394338716438,-0.9869372394121262,2395,0,12
0.8,4,0.003,-0.0006271225476785214,-0.8981881695756667,-0.0018481328602638104,-0.9670474254013434,1842,0,13
0.8,3,0.003,-0.0007628272742822831,-0.914830434607188,-0.0018542871417159368,-0.9678945778617036,1850,0,13
0.8,2,0.003,-0.0008235308860449224,-0.9197492245622642,-0.001861931097827894,-0.9696870513143072,1873,0,13
0.8,12,0.003,-0.000381568202970694,-0.8892477668521311,-0.001863013318325431,-0.9663509295869568,1816,0,13
0.8,8,0.003,-0.00041388412645362816,-0.8688066308737864,-0.0018657431664692887,-0.9667687843103199,1821,0,13
0.8,6,0.003,-0.0005048698476550111,-0.8547805017116832,-0.0018746726129453123,-0.9675662656583977,1825,0,13
