entry_time,exit_time,side,entry_price,exit_price,raw_entry_price,raw_exit_price,pnl,return,hold_candles,exit_reason,pred_runup,pred_ddown_abs,payoff_expected,payoff_ratio
2024-11-17 01:00:00+00:00,2024-11-17 02:00:00+00:00,LONG,90290.794548,89713.15733928801,90272.74,89731.10356,-0.007197520495900811,-0.007197520495900811,1,sl,0.01214054357260904,0.009401749809678325,0.002138793762930715,1.2913068118565922
2024-11-17 07:00:00+00:00,2024-11-17 09:00:00+00:00,LONG,90568.91016,91075.88597904,90550.8,91094.1048,0.004797680463907295,0.004797680463907295,2,tp,0.007865232993073266,0.006019413560023946,0.0012458194330493197,1.3066443956115181
2024-11-17 17:00:00+00:00,2024-11-17 18:00:00+00:00,LONG,90596.775732,90017.18100239201,90578.66,90035.18804000001,-0.007197520495900589,-0.007197520495900589,1,sl,0.011226471861686222,0.007567752030182886,0.0030587198315033363,1.4834619074344746
2024-11-20 21:00:00+00:00,2024-11-20 23:00:00+00:00,LONG,94384.793184,93780.96453510401,94365.92,93799.72448,-0.0071975204959007,-0.0071975204959007,2,sl,0.011319027190967813,0.008389347921985302,0.002329679268982511,1.349214181629651
2024-11-21 10:00:00+00:00,2024-11-21 11:00:00+00:00,LONG,97775.5512,98322.86749280001,97756.0,98342.53600000001,0.004797680463907295,0.004797680463907295,1,tp,0.01036291760393216,0.007629334550208903,0.0021335830537232573,1.3582990149053573
2024-11-21 21:00:00+00:00,2024-11-21 23:00:00+00:00,LONG,97993.39476,98541.93047144,97973.8,98561.6428,0.004797680463907295,0.004797680463907295,2,tp,0.012045458731231654,0.009781054956330864,0.0016644037749007892,1.231509155710769
2024-11-22 09:00:00+00:00,2024-11-22 12:00:00+00:00,LONG,98721.7404,98601.315792,98702.0,98621.04,-0.002019838786391536,-0.002019838786391536,3,horizon,0.011261838123031434,0.0062486006419460675,0.004413237481085366,1.8022976292375186
2024-11-22 14:00:00+00:00,2024-11-22 15:00:00+00:00,SHORT,97276.5408,97899.35195519999,97296.0,97879.776,-0.007161749518883353,-0.007161749518883353,1,sl,0.012320805934208753,0.010017623463350467,0.0017031824708582854,1.2299130606460196
2024-11-22 21:00:00+00:00,2024-11-22 22:00:00+00:00,LONG,99292.574544,98657.348263264,99272.72,98677.08368,-0.007197520495900922,-0.007197520495900922,1,sl,0.011764900409441115,0.008342985871965787,0.002821914537475328,1.4101546604524036
2024-11-23 01:00:00+00:00,2024-11-23 04:00:00+00:00,LONG,98609.718,98556.424772,98590.0,98576.14,-0.001340446003506445,-0.001340446003506445,3,horizon,0.008623351017464186,0.0060171202506014015,0.0020062307668627846,1.4331358952984687
2024-11-23 16:00:00+00:00,2024-11-23 19:00:00+00:00,SHORT,97689.30823000001,97523.5008,97708.85,97504.0,0.0009001792249033975,0.0009001792249033975,3,horizon,0.012229907111398909,0.008693291615187735,0.0029366154962111746,1.4068212194829035
2024-11-23 20:00:00+00:00,2024-11-23 23:00:00+00:00,LONG,97723.060704,97652.86551999999,97703.52,97672.4,-0.0015183072602753304,-0.0015183072602753304,3,horizon,0.011381199564753093,0.008707990444853386,0.0020732091198997077,1.3069834695879383
2024-11-24 04:00:00+00:00,2024-11-24 07:00:00+00:00,LONG,98188.843842,98411.36379,98169.21,98431.05,0.0014662447106318596,0.0014662447106318596,3,horizon,0.009998020959507034,0.006598065218626403,0.002799955740880632,1.5152958675343984
2024-11-24 16:00:00+00:00,2024-11-24 17:00:00+00:00,LONG,96423.2808,95806.4108848,96404.0,95825.576,-0.0071975204959007,-0.0071975204959007,1,sl,0.012179633766678341,0.010059683538536868,0.0015199502281414733,1.210737268227208
2024-11-25 15:00:00+00:00,2024-11-25 17:00:00+00:00,LONG,96019.76011199999,95405.471728672,96000.56,95424.55664,-0.0071975204959007,-0.0071975204959007,2,sl,0.014645026793036685,0.01181481716563682,0.002230209627399865,1.2395474756589107
2024-11-29 21:00:00+00:00,2024-11-30 00:00:00+00:00,LONG,97405.547214,96948.666388,97386.07,96968.06,-0.0054905010963722575,-0.0054905010963722575,3,horizon,0.010566164959270163,0.006024475442508687,0.003941689516761476,1.7538730234860487
2024-11-30 03:00:00+00:00,2024-11-30 06:00:00+00:00,LONG,96659.348004,97200.416147976,96640.02,97219.86012,0.004797680463907073,0.004797680463907073,3,tp,0.008324844942534566,0.006737863866149838,0.0009869810763847278,1.2355317809784667
2024-11-30 10:00:00+00:00,2024-11-30 13:00:00+00:00,SHORT,96118.252504,96424.621068,96137.48,96405.34,-0.003977285641433159,-0.003977285641433159,3,horizon,0.012375884002015124,0.007623016126894567,0.004152867875120558,1.6234891538996077
2024-11-30 20:00:00+00:00,2024-11-30 22:00:00+00:00,LONG,96987.383598,96366.904823588,96967.99,96386.18206,-0.007197520495900811,-0.007197520495900811,2,sl,0.005844942540015665,0.004782118812573834,0.00046282372744183074,1.2222495444168602
2024-12-01 01:00:00+00:00,2024-12-01 04:00:00+00:00,LONG,96125.841324,96496.21689600001,96106.62,96515.52,0.003053028144134907,0.003053028144134907,3,horizon,0.011219235820157979,0.008810770622367433,0.0018084651977905463,1.273354658862223
2024-12-01 20:00:00+00:00,2024-12-01 21:00:00+00:00,LONG,97119.409998,97663.053422012,97099.99,97682.58994,0.004797680463907295,0.004797680463907295,1,tp,0.010142391965395335,0.00803387820992457,0.0015085137554707651,1.2624527905919751
2024-12-02 04:00:00+00:00,2024-12-02 07:00:00+00:00,LONG,96727.3416,96108.5264496,96708.0,96127.752,-0.007197520495900811,-0.007197520495900811,3,sl,0.012095294977412983,0.009925202250049591,0.0015700927273633919,1.2186446857899091
2024-12-02 10:00:00+00:00,2024-12-02 13:00:00+00:00,LONG,94991.00440199999,95522.733691588,94972.01,95541.84206,0.004797680463907295,0.004797680463907295,3,tp,0.012400381599294338,0.008409109736233543,0.003391271863060796,1.4746366724010067
2024-12-03 07:00:00+00:00,2024-12-03 10:00:00+00:00,LONG,95569.11,94957.70466,95550.0,94976.7,-0.007197520495900811,-0.007197520495900811,3,sl,0.011116637115528879,0.008075770404354206,0.002440866711174673,1.3765419964806245
2024-12-03 22:00:00+00:00,2024-12-04 01:00:00+00:00,LONG,96136.98355199999,95521.945229312,96117.76,95541.05343999999,-0.0071975204959007,-0.0071975204959007,3,sl,0.011938662539936123,0.008436994127817659,0.002901668412118464,1.4150374362088383
2024-12-04 03:00:00+00:00,2024-12-04 05:00:00+00:00,LONG,95789.47406400001,96325.67293161602,95770.32,96344.94192000001,0.004797680463907295,0.004797680463907295,2,tp,0.008749550989159622,0.00679224433306014,0.0013573066560994826,1.2881678809127364
2024-12-07 17:00:00+00:00,2024-12-07 18:00:00+00:00,LONG,99651.896394,100209.715867636,99631.97,100229.76182,0.004797680463907295,0.004797680463907295,1,tp,0.006141556565943997,0.004891754825755211,0.0006498017401887861,1.2554914922572467
2024-12-08 08:00:00+00:00,2024-12-08 11:00:00+00:00,SHORT,98960.21399799999,99593.80483801199,98980.01,99573.89005999999,-0.007161749518883464,-0.007161749518883464,3,sl,0.012395663789416832,0.008783559691686068,0.0030121040977307643,1.4112346502466127
2024-12-08 15:00:00+00:00,2024-12-08 18:00:00+00:00,LONG,99931.99240199999,99641.047804,99912.01,99660.98,-0.0037114259708702405,-0.0037114259708702405,3,horizon,0.011926595389752428,0.009723559503884281,0.001603035885868147,1.2265668128001992
2024-12-09 03:00:00+00:00,2024-12-09 06:00:00+00:00,LONG,99110.658168,99024.831072,99090.84,99044.64,-0.0016659724149395753,-0.0016659724149395753,3,horizon,0.012193163263293828,0.00968668438230957,0.0019064788809842572,1.2587550891574155
2024-12-12 06:00:00+00:00,2024-12-12 09:00:00+00:00,LONG,100604.486874,100793.90718600001,100584.37,100814.07,0.0010828217099029488,0.0010828217099029488,3,horizon,0.00806488703186621,0.005200508587655858,0.0022643784442103526,1.5507881384927158
2024-12-13 01:00:00+00:00,2024-12-13 04:00:00+00:00,LONG,99343.804788,99899.89966327201,99323.94,99919.88364,0.004797680463907295,0.004797680463907295,3,tp,0.012665401544121315,0.008024291160883568,0.004041110383237748,1.5783825998066983
2024-12-13 19:00:00+00:00,2024-12-13 22:00:00+00:00,LONG,101482.632468,101207.034544,101462.34,101227.28,-0.0035157151652220656,-0.0035157151652220656,3,horizon,0.010315052524886207,0.006719781690045865,0.0029952708348403422,1.5350279221371257
2024-12-14 07:00:00+00:00,2024-12-14 10:00:00+00:00,LONG,101844.3648,101530.26988400001,101824.0,101550.58,-0.00388406770091596,-0.00388406770091596,3,horizon,0.008748009490686931,0.00654121815728791,0.0016067913333990215,1.3373670286382853
2024-12-14 20:00:00+00:00,2024-12-14 23:00:00+00:00,SHORT,100739.848,101384.832912,100760.0,101364.56,-0.007161749518883464,-0.007161749518883464,3,sl,0.012014843749705507,0.0076609250130480104,0.0037539187366574965,1.5683280712501357
2024-12-15 13:00:00+00:00,2024-12-15 16:00:00+00:00,LONG,102805.20692999999,103380.67762841999,102784.65,103401.35789999999,0.004797680463907295,0.004797680463907295,3,tp,0.011796789644947972,0.007953836136972696,0.0032429535079752762,1.483157239072559
2024-12-16 10:00:00+00:00,2024-12-16 11:00:00+00:00,LONG,104705.92699800001,104036.068683988,104684.99,104056.88006000001,-0.007197520495900811,-0.007197520495900811,1,sl,0.009563127634850581,0.007169470760631175,0.001793656874219406,1.333868001437902
2024-12-17 10:00:00+00:00,2024-12-17 12:00:00+00:00,LONG,107231.111934,106545.098697604,107209.67,106566.41198,-0.007197520495900811,-0.007197520495900811,2,sl,0.010662870059359194,0.006344772315615457,0.0037180977437437377,1.6805756816704418
2024-12-18 03:00:00+00:00,2024-12-18 04:00:00+00:00,SHORT,104743.027204,104156.22319922398,104763.98,104135.39611999999,0.004833883283705509,0.004833883283705509,1,tp,0.01303957478632937,0.009057223106535978,0.003382351679793392,1.439687930058784
2024-12-18 05:00:00+00:00,2024-12-18 07:00:00+00:00,LONG,103592.88443399999,104172.764299396,103572.17,104193.60302,0.004797680463907295,0.004797680463907295,2,tp,0.012978027194819174,0.01006396499612999,0.0023140621986891853,1.289554087261806
2024-12-19 20:00:00+00:00,2024-12-19 21:00:00+00:00,LONG,96428.821908,95811.916543448,96409.54,95831.08275999999,-0.007197520495900811,-0.007197520495900811,1,sl_first,0.017186925421271163,0.012231696705340205,0.004355228715930958,1.4051137659232156
2024-12-20 09:00:00+00:00,2024-12-20 10:00:00+00:00,SHORT,94792.88763000001,94261.82749578,94811.85,94242.9789,0.004833883283705509,0.004833883283705509,1,tp,0.01677008159127519,0.011994735916096965,0.004175345675178226,1.3981201177401248
2024-12-21 19:00:00+00:00,2024-12-21 20:00:00+00:00,LONG,97288.483806,97833.073651164,97269.03,97852.64418,0.004797680463907073,0.004797680463907073,1,tp,0.012694524530650661,0.010380511448105555,0.0017140130825451063,1.2229189856505012
2024-12-23 14:00:00+00:00,2024-12-23 15:00:00+00:00,LONG,94408.547934,93804.567313604,94389.67,93823.33198,-0.007197520495900811,-0.007197520495900811,1,sl,0.01520095215190898,0.0123430827087916,0.0022578694431173805,1.231536117074044
2024-12-24 12:00:00+00:00,2024-12-24 13:00:00+00:00,LONG,94323.18086400001,94851.17189081601,94304.32,94870.14592000001,0.004797680463907295,0.004797680463907295,1,tp,0.008388184194929845,0.006235316406659878,0.0015528677882699668,1.3452700148416703
2024-12-25 15:00:00+00:00,2024-12-25 18:00:00+00:00,LONG,98539.68399599999,98736.508748,98519.98,98756.26,0.0011974161070781538,0.0011974161070781538,3,horizon,0.011454495111151819,0.00751620796300744,0.0033382871481443793,1.5239726159158271
2024-12-26 01:00:00+00:00,2024-12-26 04:00:00+00:00,LONG,99076.82140199999,98442.975406412,99057.01,98462.66794,-0.007197520495900589,-0.007197520495900589,3,sl,0.012177777903446142,0.009887490149936425,0.0016902877535097166,1.231634896093873
2024-12-26 09:00:00+00:00,2024-12-26 11:00:00+00:00,SHORT,95420.16215,96031.0878771,95439.25,96011.8855,-0.007161749518883464,-0.007161749518883464,2,sl,0.012769032916109216,0.00951916668739562,0.0026498662287135957,1.3414023869354825
2024-12-26 13:00:00+00:00,2024-12-26 14:00:00+00:00,LONG,95723.580888,96259.410906672,95704.44,96278.66664,0.004797680463907295,0.004797680463907295,1,tp,0.01179498118426687,0.009805216673995601,0.0013897645102712694,1.2029291729522225
2024-12-26 23:00:00+00:00,2024-12-27 02:00:00+00:00,LONG,95810.75832000001,96347.07633008,95791.6,96366.3496,0.004797680463907073,0.004797680463907073,3,tp,0.012124194954634125,0.008017397328227911,0.003506797626406214,1.5122357615914666
2024-12-27 17:00:00+00:00,2024-12-27 20:00:00+00:00,LONG,94310.15826,94569.202376,94291.3,94588.12,0.0019467254936193176,0.0019467254936193176,3,horizon,0.012796807203127725,0.010037278304934772,0.002159528898192953,1.2749280048194187
2024-12-28 23:00:00+00:00,2024-12-29 02:00:00+00:00,LONG,95319.06,95135.4691,95300.0,95154.5,-0.0027260670426249903,-0.0027260670426249903,3,horizon,0.007998624309482883,0.004330753155957754,0.003067871153525129,1.8469360920465512
2024-12-29 03:00:00+00:00,2024-12-29 06:00:00+00:00,LONG,95191.43448,95162.66366,95172.4,95181.7,-0.001102241689676741,-0.001102241689676741,3,horizon,0.0053543650304820846,0.003101311381457196,0.0016530536490248886,1.726484177788771
2024-12-30 11:00:00+00:00,2024-12-30 13:00:00+00:00,LONG,93941.924628,93340.92923976801,93923.14,93359.60116,-0.007197520495900589,-0.007197520495900589,2,sl,0.011282003756709735,0.008636221747529744,0.0020457820091799913,1.30635873956534
2025-01-01 06:00:00+00:00,2025-01-01 09:00:00+00:00,LONG,93776.331516,93176.39551309601,93757.58,93195.03452,-0.007197520495900811,-0.007197520495900811,3,sl,0.005600013178727814,0.004496222573040768,0.0005037906056870459,1.2454928749091172
2025-01-01 17:00:00+00:00,2025-01-01 19:00:00+00:00,LONG,94162.67877,94689.77135738001,94143.85,94708.71310000001,0.004797680463907295,0.004797680463907295,2,tp,0.010210679989339987,0.006770904281177194,0.0028397757081627933,1.508023088987569
2025-01-02 06:00:00+00:00,2025-01-02 08:00:00+00:00,LONG,95594.10499800001,96129.21025201201,95574.99,96148.43994000001,0.004797680463907295,0.004797680463907295,2,tp,0.00886143641534634,0.007332158640224298,0.000929277775122041,1.208571288506008
2025-01-02 10:00:00+00:00,2025-01-02 13:00:00+00:00,LONG,96727.3416,96438.878366,96708.0,96458.17,-0.0037822305588929065,-0.0037822305588929065,3,horizon,0.009245630139518849,0.006345207688912578,0.002300422450606271,1.4571044153013903
2025-01-03 05:00:00+00:00,2025-01-03 08:00:00+00:00,LONG,96784.693068,96165.511010408,96765.34,96184.74796,-0.007197520495900811,-0.007197520495900811,3,sl,0.006469067020589818,0.005245703081747379,0.0006233639388424394,1.2332125779476883
2025-01-04 15:00:00+00:00,2025-01-04 18:00:00+00:00,LONG,97677.471588,97941.967688,97657.94,97961.56,0.0019078516233061124,0.0019078516233061124,3,horizon,0.012186061718533705,0.007957188141259577,0.0036288735772741273,1.5314532598954886
2025-01-05 14:00:00+00:00,2025-01-05 17:00:00+00:00,LONG,97874.631012,97711.533784,97855.06,97731.08,-0.0024663891992604318,-0.0024663891992604318,3,horizon,0.011741617538479607,0.009303307686806948,0.001838309851672659,1.2620906384866142
2025-01-07 11:00:00+00:00,2025-01-07 14:00:00+00:00,LONG,100851.026172,100205.82966503201,100830.86,100225.87484,-0.0071975204959007,-0.0071975204959007,3,sl,0.01216860985524807,0.00915545079406804,0.0024131590611800313,1.32911094482997
2025-01-07 19:00:00+00:00,2025-01-07 21:00:00+00:00,SHORT,96432.689604,97050.098018376,96451.98,97030.69188,-0.007161749518883464,-0.007161749518883464,2,sl,0.0135851759694338,0.009823600183629379,0.0031615757858044213,1.3829121417291526
2025-01-08 04:00:00+00:00,2025-01-08 06:00:00+00:00,LONG,96294.06496199999,95678.021707772,96274.81,95697.16114,-0.0071975204959007,-0.0071975204959007,2,sl,0.012430507362719459,0.009604761924790518,0.002225745437928941,1.2942025486998805
2025-01-08 07:00:00+00:00,2025-01-08 10:00:00+00:00,LONG,95676.221418,95941.82779600001,95657.09,95961.02,0.0019760960253604417,0.0019760960253604417,3,horizon,0.012491540306859087,0.009760795159033128,0.0021307451478259597,1.2797666689377034
2025-01-11 19:00:00+00:00,2025-01-11 21:00:00+00:00,LONG,94268.109852,94795.79260888799,94249.26,94814.75555999999,0.004797680463907073,0.004797680463907073,2,tp,0.005332532300100878,0.0035271629727206986,0.0012053693273801796,1.511847436974991
2025-01-12 09:00:00+00:00,2025-01-12 12:00:00+00:00,SHORT,93887.438756,94488.551251464,93906.22,94469.65732,-0.007161749518883464,-0.007161749518883464,3,sl,0.011555116893830547,0.008439617094329367,0.0025154997995011797,1.3691517950019918
2025-01-12 16:00:00+00:00,2025-01-12 19:00:00+00:00,LONG,95065.76935199999,94631.329948,95046.76,94650.26,-0.005369882587194929,-0.005369882587194929,3,horizon,0.009259060132026703,0.006115755547041637,0.002543304584985066,1.5139683168836875
2025-01-13 08:00:00+00:00,2025-01-13 10:00:00+00:00,SHORT,93020.49218,92499.36157308001,93039.1,92480.86540000001,0.004833883283705287,0.004833883283705287,2,tp,0.01252492329197626,0.00918971615788011,0.002735207134096149,1.3629281989559856
2025-01-14 11:00:00+00:00,2025-01-14 13:00:00+00:00,LONG,96567.34960799999,95949.558009648,96548.04,95968.75176,-0.0071975204959007,-0.0071975204959007,2,sl_first,0.008260067318836859,0.0065811437467767535,0.0010789235720601055,1.255111214199263
2025-01-15 06:00:00+00:00,2025-01-15 09:00:00+00:00,LONG,97124.90109599999,96797.106706,97105.48,96816.47,-0.004174977851210215,-0.004174977851210215,3,horizon,0.007876934823691104,0.004997305374711871,0.0022796294489792323,1.5762364380514293
2025-01-16 07:00:00+00:00,2025-01-16 08:00:00+00:00,LONG,99819.949998,99181.34982198801,99799.99,99201.19006000001,-0.0071975204959007,-0.0071975204959007,1,sl,0.0059832215251642415,0.0045767600969826815,0.0008064614281815599,1.3073050363965542
2025-01-16 11:00:00+00:00,2025-01-16 14:00:00+00:00,LONG,99178.541742,98544.044988452,99158.71,98563.75774,-0.007197520495900811,-0.007197520495900811,3,sl,0.011977720796675206,0.008941081176488997,0.002436639620186209,1.3396277877636542
2025-01-16 21:00:00+00:00,2025-01-16 22:00:00+00:00,LONG,100177.01139599999,99536.126912376,100156.98,99556.03812,-0.0071975204959007,-0.0071975204959007,1,sl,0.01224365895067299,0.008709498612246243,0.0029341603384267466,1.4057822953731731
2025-01-18 10:00:00+00:00,2025-01-18 11:00:00+00:00,LONG,103205.27692799999,103782.987090432,103184.64,103803.74784,0.004797680463907295,0.004797680463907295,1,tp,0.011328836912902667,0.006375578434590908,0.004353258478311759,1.776911229173763
2025-01-19 05:00:00+00:00,2025-01-19 08:00:00+00:00,LONG,105137.543304,104464.923715824,105116.52,104485.82088,-0.007197520495900922,-0.007197520495900922,3,sl,0.0120397357776007,0.009995785948447217,0.0014439498291534834,1.2044811523270962
2025-01-19 17:00:00+00:00,2025-01-19 19:00:00+00:00,LONG,105136.82316,105725.34550104,105115.8,105746.4948,0.004797680463907295,0.004797680463907295,2,tp,0.011615910572542593,0.008566179285120198,0.002449731287422395,1.356020016148845
2025-01-19 20:00:00+00:00,2025-01-19 21:00:00+00:00,LONG,106296.745098,105616.70949258801,106275.49,105637.83706,-0.0071975204959007,-0.0071975204959007,1,sl,0.01195761855480163,0.00900831854433999,0.0023493000104616406,1.327397393414192
2025-01-22 10:00:00+00:00,2025-01-22 13:00:00+00:00,LONG,105163.788552,104491.001059312,105142.76,104511.90344,-0.007197520495900811,-0.007197520495900811,3,sl,0.011709723778676392,0.006515556059024335,0.004594167719652057,1.7971948476228523
