wick_threshold,horizon_candles,target_return,payoff_ratio_min,payoff_expected_min,baseline_expectancy,baseline_max_dd,execution_expectancy,execution_max_dd,execution_trades,blocked_edge_total,blocked_by_regime_rule_total,blocked_by_payoff_total
0.4,6,0.012,1.2,0.0,-0.0008238123097797851,-0.9732363324545295,-0.0012103987275862837,-0.8340880634649182,1391,0,2,0
0.8,12,0.006,1.2,0.0,2.2120905629552204e-05,-0.5408322063908357,-0.0012106535719507835,-0.566799867392443,678,0,4,0
0.6,3,0.009,1.2,0.0,-0.0005723230848805493,-0.7421829973186741,-0.0012218110126879244,-0.7889292455651794,1207,0,4,0
0.4,8,0.009,1.2,0.0,-0.0007519974752921602,-0.9709680058827583,-0.0012228431775168503,-0.8420799107919014,1425,0,2,0
0.5,3,0.009,1.2,0.0,-0.0006507467959548387,-0.8709558192167728,-0.001244297921960575,-0.8691951868347311,1547,0,4,0
0.4,3,0.009,1.2,0.0,-0.0007817070258040231,-0.9597765373717957,-0.0012452547662063285,-0.9171259989050858,1911,0,2,0
0.8,8,0.006,1.2,0.0,0.0002210679336731149,-0.38538450879588726,-0.0012592824339665084,-0.5874105350098475,687,0,4,0
0.6,6,0.012,1.2,0.0,-0.000505412731872201,-0.7429009358858576,-0.0012609885009090052,-0.7389973988480156,963,0,4,0
0.6,8,0.009,1.2,0.0,-0.00025556474199194744,-0.6247578560475361,-0.0012731689252425112,-0.744558052050416,987,0,4,0
0.8,4,0.006,1.2,0.0,-0.000210006369640679,-0.5475664030593241,-0.0012850668614851793,-0.6142118191998045,724,0,4,0
0.5,2,0.012,1.2,0.0,-0.0007184338306001557,-0.8762853913779478,-0.0012872105257147569,-0.9045098886181491,1694,0,4,0
0.6,6,0.009,1.2,0.0,-0.000505412731872201,-0.7429009358858576,-0.0012909820490629906,-0.7656104297669143,1046,0,4,0
0.4,6,0.009,1.2,0.0,-0.0008238123097797851,-0.9732363324545295,-0.0012926584422861265,-0.8718104459106741,1527,0,2,0
0.4,4,0.009,1.2,0.0,-0.000813751398280868,-0.9660428928956994,-0.0012976716333824932,-0.9055373423266271,1748,0,2,0
0.4,12,0.009,1.2,0.0,-0.0008754324562268553,-0.9877122865559766,-0.00129834543263993,-0.8332831424310804,1306,0,2,0
0.5,2,0.009,1.2,0.0,-0.0007184338306001557,-0.8762853913779478,-0.0013004168098754746,-0.9043850255491342,1717,0,4,0
0.7,6,0.006,1.2,0.0,-0.00020095447781895277,-0.5239112931437878,-0.001322122343520247,-0.6979485123294027,889,0,4,0
0.6,2,0.012,1.2,0.0,-0.0006369899301562328,-0.746416160576465,-0.0013257856257656217,-0.8408361757350525,1300,0,4,0
0.7,12,0.006,1.2,0.0,-8.589869765343853e-05,-0.6604094944221618,-0.0013303699867847681,-0.6860669527097303,853,0,4,0
0.8,3,0.006,1.2,0.0,-0.00017385146895743724,-0.44100170347770407,-0.0013360712634190167,-0.6334709785609971,742,0,4,0
0.6,2,0.009,1.2,0.0,-0.0006369899301562328,-0.746416160576465,-0.0013406981597646863,-0.8439315375651663,1319,0,4,0
0.7,8,0.006,1.2,0.0,8.914452030788282e-05,-0.48463383148194505,-0.0013583235546181032,-0.7005298126485233,867,0,4,0
0.7,4,0.006,1.2,0.0,-0.00037442020544535564,-0.6668295239367596,-0.001362153988636859,-0.7225900739896898,924,0,4,0
0.6,12,0.012,1.2,0.0,-0.0003956636887821876,-0.7579161229940857,-0.0013658896080861933,-0.7197162546739664,816,0,4,0
0.7,2,0.006,1.2,0.0,-0.00045012488659071533,-0.6081318582204405,-0.0013717043882924135,-0.7491476938508719,1001,0,4,0
0.4,2,0.009,1.2,0.0,-0.000824613276859739,-0.9589169941469085,-0.0013869179035010074,-0.9529541446221135,2165,0,2,0
0.7,3,0.006,1.2,0.0,-0.0003139419936348404,-0.5655078201759318,-0.0013901932782552633,-0.738075659746645,953,0,4,0
0.4,2,0.012,1.2,0.0,-0.000824613276859739,-0.9589169941469085,-0.0014037338024829459,-0.9542965861666548,2123,0,2,0
0.8,2,0.006,1.2,0.0,-0.00033509475433470416,-0.49684667225691626,-0.0014081349808480028,-0.6667919099605268,775,0,4,0
0.5,8,0.006,1.2,0.0,-0.000605427707362539,-0.8865477669316727,-0.0014131477158094233,-0.8714734172267922,1417,0,4,0
0.5,4,0.006,1.2,0.0,-0.0007203031773696725,-0.9000738297787105,-0.0014287003978266342,-0.8985499287910144,1569,0,4,0
0.5,2,0.006,1.2,0.0,-0.0007184338306001557,-0.8762853913779478,-0.0014321292601880862,-0.9227434439353231,1769,0,4,0
0.6,4,0.006,1.2,0.0,-0.0006476358049846717,-0.7972625616547453,-0.0014507296392304086,-0.8351186877129348,1225,0,4,0
0.6,6,0.006,1.2,0.0,-0.000505412731872201,-0.7429009358858576,-0.0014581222815449135,-0.8201817449254513,1162,0,4,0
0.4,2,0.006,1.2,0.0,-0.000824613276859739,-0.9589169941469085,-0.001459443074178125,-0.963462249686921,2248,0,2,0
0.4,8,0.006,1.2,0.0,-0.0007519974752921602,-0.9709680058827583,-0.0014644295056411476,-0.9226763935531161,1713,0,2,0
0.4,3,0.006,1.2,0.0,-0.0007817070258040231,-0.9597765373717957,-0.0014655521795601143,-0.9518582928600028,2046,0,2,0
0.6,3,0.006,1.2,0.0,-0.0005723230848805493,-0.7421829973186741,-0.0014719163821762693,-0.8490038590962397,1271,0,4,0
0.5,3,0.006,1.2,0.0,-0.0006507467959548387,-0.8709558192167728,-0.001474259330077166,-0.9140089709487069,1643,0,4,0
0.5,6,0.006,1.2,0.0,-0.0006667767755156399,-0.8962642709015327,-0.001478448448029837,-0.8914518233954275,1470,0,4,0
0.4,6,0.006,1.2,0.0,-0.0008238123097797851,-0.9732363324545295,-0.0014826686638863796,-0.932308510092471,1783,0,2,0
0.6,2,0.006,1.2,0.0,-0.0006369899301562328,-0.746416160576465,-0.0014857775833981076,-0.8686557247973111,1354,0,4,0
0.4,4,0.006,1.2,0.0,-0.000813751398280868,-0.9660428928956994,-0.001492638245910888,-0.9470623690412747,1936,0,2,0
0.6,8,0.006,1.2,0.0,-0.00025556474199194744,-0.6247578560475361,-0.001502481242582892,-0.8203728147845354,1124,0,4,0
0.5,12,0.006,1.2,0.0,-0.0007275531247703579,-0.9330968031406038,-0.0015141420791014689,-0.8795451214350687,1370,0,4,0
0.5,2,0.0045,1.2,0.0,-0.0007184338306001557,-0.8762853913779478,-0.001523658093112197,-0.9397537250384032,1831,0,4,0
0.6,2,0.0045,1.2,0.0,-0.0006369899301562328,-0.746416160576465,-0.001532814722306772,-0.884003900312386,1397,0,4,0
0.4,12,0.006,1.2,0.0,-0.0008754324562268553,-0.9877122865559766,-0.0015507965384425858,-0.9244139492538561,1637,0,2,0
0.6,3,0.0045,1.2,0.0,-0.0005723230848805493,-0.7421829973186741,-0.0015593433892635866,-0.8771576542910354,1336,0,4,0
0.6,12,0.006,1.2,0.0,-0.0003956636887821876,-0.7579161229940857,-0.0015609492830198821,-0.8236322250090189,1092,0,4,0
0.5,3,0.0045,1.2,0.0,-0.0006507467959548387,-0.8709558192167728,-0.001562661163466178,-0.9351971403031721,1738,0,4,0
0.4,2,0.0045,1.2,0.0,-0.000824613276859739,-0.9589169941469085,-0.0015640344561569965,-0.9744548592409967,2331,0,2,0
0.5,4,0.0045,1.2,0.0,-0.0007203031773696725,-0.9000738297787105,-0.0015698298898111018,-0.9314537478573587,1694,0,4,0
0.5,8,0.0045,1.2,0.0,-0.000605427707362539,-0.8865477669316727,-0.0015788160917717046,-0.9240573832717642,1621,0,4,0
0.7,2,0.0045,1.2,0.0,-0.00045012488659071533,-0.6081318582204405,-0.001585948014062413,-0.80546504550687,1028,0,4,0
0.6,4,0.0045,1.2,0.0,-0.0006476358049846717,-0.7972625616547453,-0.0015863359453297896,-0.8765736475777693,1310,0,4,0
0.6,6,0.0045,1.2,0.0,-0.000505412731872201,-0.7429009358858576,-0.0016000758837253029,-0.8714237725546671,1275,0,4,0
0.5,6,0.0045,1.2,0.0,-0.0006667767755156399,-0.8962642709015327,-0.0016083364398634449,-0.9296566383419526,1639,0,4,0
0.4,3,0.0045,1.2,0.0,-0.0007817070258040231,-0.9597765373717957,-0.0016123437274167855,-0.9714683880624322,2191,0,2,0
0.5,12,0.0045,1.2,0.0,-0.0007275531247703579,-0.9330968031406038,-0.001614070409270654,-0.9248677120981774,1587,0,4,0
0.7,3,0.0045,1.2,0.0,-0.0003139419936348404,-0.5655078201759318,-0.0016168675853776306,-0.8006740003807462,993,0,4,0
0.6,8,0.0045,1.2,0.0,-0.00025556474199194744,-0.6247578560475361,-0.0016189365331221116,-0.8716320105850489,1261,0,4,0
0.4,8,0.0045,1.2,0.0,-0.0007519974752921602,-0.9709680058827583,-0.001631340640661404,-0.961739895685558,1988,0,2,0
0.6,12,0.0045,1.2,0.0,-0.0003956636887821876,-0.7579161229940857,-0.001632029497399951,-0.8695633831817947,1241,0,4,0
0.4,4,0.0045,1.2,0.0,-0.000813751398280868,-0.9660428928956994,-0.0016447376206128674,-0.9696501133895603,2111,0,2,0
0.7,4,0.0045,1.2,0.0,-0.00037442020544535564,-0.6668295239367596,-0.0016487467693698662,-0.8027509867495919,980,0,4,0
0.4,6,0.0045,1.2,0.0,-0.0008238123097797851,-0.9732363324545295,-0.001651863466738883,-0.9651549719724105,2020,0,2,0
0.7,6,0.0045,1.2,0.0,-0.00020095447781895277,-0.5239112931437878,-0.001655231071524044,-0.7957940039766853,957,0,4,0
0.8,2,0.0045,1.2,0.0,-0.00033509475433470416,-0.49684667225691626,-0.0016624709860660002,-0.7368679337923623,800,0,4,0
0.7,8,0.0045,1.2,0.0,8.914452030788282e-05,-0.48463383148194505,-0.001667360249197443,-0.7944413404321313,946,0,4,0
0.8,3,0.0045,1.2,0.0,-0.00017385146895743724,-0.44100170347770407,-0.0016675860327324149,-0.7273011307237318,776,0,4,0
0.8,4,0.0045,1.2,0.0,-0.000210006369640679,-0.5475664030593241,-0.0016793835033052887,-0.7247914127139334,765,0,4,0
0.8,6,0.0045,1.2,0.0,-7.189708698587021e-05,-0.4002748794768044,-0.001687641982558302,-0.7200917310976499,753,0,4,0
0.8,8,0.0045,1.2,0.0,0.0002210679336731149,-0.38538450879588726,-0.0016884231675578407,-0.7169439244721152,746,0,4,0
0.8,12,0.0045,1.2,0.0,2.2120905629552204e-05,-0.5408322063908357,-0.0016892654133669192,-0.7147264464321355,739,0,4,0
0.4,12,0.0045,1.2,0.0,-0.0008754324562268553,-0.9877122865559766,-0.001689715982554598,-0.9637090895373245,1947,0,2,0
0.7,12,0.0045,1.2,0.0,-8.589869765343853e-05,-0.6604094944221618,-0.0016958076159635663,-0.7968325553150886,935,0,4,0
0.6,3,0.003,1.2,0.0,-0.0005723230848805493,-0.7421829973186741,-0.0017030393852057743,-0.9100480010896407,1410,0,4,0
0.6,4,0.003,1.2,0.0,-0.0006476358049846717,-0.7972625616547453,-0.0017068007722995527,-0.9093037055934077,1402,0,4,0
0.6,2,0.003,1.2,0.0,-0.0006369899301562328,-0.746416160576465,-0.0017089190948083289,-0.9149450524249142,1438,0,4,0
0.6,8,0.003,1.2,0.0,-0.00025556474199194744,-0.6247578560475361,-0.0017098285471434977,-0.9067093840637844,1384,0,4,0
0.6,6,0.003,1.2,0.0,-0.000505412731872201,-0.7429009358858576,-0.0017123198298159815,-0.9079785308776689,1390,0,4,0
0.6,12,0.003,1.2,0.0,-0.0003956636887821876,-0.7579161229940857,-0.0017140317496319093,-0.906292076173334,1378,0,4,0
0.5,2,0.003,1.2,0.0,-0.0007184338306001557,-0.8762853913779478,-0.0017156103575426862,-0.961503381480199,1891,0,4,0
0.5,3,0.003,1.2,0.0,-0.0006507467959548387,-0.8709558192167728,-0.0017270344922610615,-0.9595024316333227,1849,0,4,0
0.5,4,0.003,1.2,0.0,-0.0007203031773696725,-0.9000738297787105,-0.0017288091583053417,-0.958580285566731,1834,0,4,0
0.5,6,0.003,1.2,0.0,-0.0006667767755156399,-0.8962642709015327,-0.0017344176190539162,-0.9571142869663163,1809,0,4,0
0.5,12,0.003,1.2,0.0,-0.0007275531247703579,-0.9330968031406038,-0.001741384465227068,-0.9563019174659758,1792,0,4,0
0.5,8,0.003,1.2,0.0,-0.000605427707362539,-0.8865477669316727,-0.001744625356323139,-0.9572327549265962,1801,0,4,0
0.4,2,0.003,1.2,0.0,-0.000824613276859739,-0.9589169941469085,-0.001749868738787878,-0.9856396918392796,2419,0,3,0
0.4,3,0.003,1.2,0.0,-0.0007817070258040231,-0.9597765373717957,-0.0017627188683963508,-0.9843945231643368,2354,0,3,0
0.4,4,0.003,1.2,0.0,-0.000813751398280868,-0.9660428928956994,-0.0017682276622921125,-0.9837302161622112,2323,0,3,0
0.4,8,0.003,1.2,0.0,-0.0007519974752921602,-0.9709680058827583,-0.0017776604640113056,-0.982573932053461,2273,0,3,0
0.4,6,0.003,1.2,0.0,-0.0008238123097797851,-0.9732363324545295,-0.0017776899472273116,-0.9829421736113712,2285,0,3,0
0.4,12,0.003,1.2,0.0,-0.0008754324562268553,-0.9877122865559766,-0.0017812752494951202,-0.9822797940294126,2259,0,3,0
0.7,2,0.003,1.2,0.0,-0.00045012488659071533,-0.6081318582204405,-0.0017971027733271095,-0.8514055064344226,1059,0,4,0
0.7,12,0.003,1.2,0.0,-8.589869765343853e-05,-0.6604094944221618,-0.0018094855287782653,-0.8426595036290684,1020,0,4,0
0.7,8,0.003,1.2,0.0,8.914452030788282e-05,-0.48463383148194505,-0.0018163338392629422,-0.8443254755568702,1023,0,4,0
0.7,3,0.003,1.2,0.0,-0.0003139419936348404,-0.5655078201759318,-0.0018178799454312258,-0.8490001426944804,1038,0,4,0
0.7,6,0.003,1.2,0.0,-0.00020095447781895277,-0.5239112931437878,-0.0018299926451931135,-0.8473246623000275,1026,0,4,0
0.7,4,0.003,1.2,0.0,-0.00037442020544535564,-0.6668295239367596,-0.0018316969352723189,-0.8500690596311556,1034,0,4,0
0.8,2,0.003,1.2,0.0,-0.00033509475433470416,-0.49684667225691626,-0.0018807781551158193,-0.7909648882741671,831,0,4,0
0.8,3,0.003,1.2,0.0,-0.00017385146895743724,-0.44100170347770407,-0.0018851718878504504,-0.7869734691750553,819,0,4,0
0.8,12,0.003,1.2,0.0,2.2120905629552204e-05,-0.5408322063908357,-0.0018998608562236306,-0.7846912575393563,807,0,4,0
0.8,8,0.003,1.2,0.0,0.0002210679336731149,-0.38538450879588726,-0.0019052348916850795,-0.7860560984103544,809,0,4,0
0.8,4,0.003,1.2,0.0,-0.000210006369640679,-0.5475664030593241,-0.0019103295526437985,-0.7905380281441092,817,0,4,0
0.8,6,0.003,1.2,0.0,-7.189708698587021e-05,-0.4002748794768044,-0.001921001794208499,-0.7895775877116867,811,0,4,0
